trucks_count 4
drones_count 5
customers 100
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
6193.21258614877     -6784.290216081752   1         1.182783950861074
2178.5236212303744   6689.4302811998605   1         0.9125583823867738
3148.0490235820935   3787.263488388421    1         0.6126344807358183
-7122.071964742024   2342.3420581438036   1         1.07236980545291
3249.231951071376    2540.14875665047     1         26.454713522743795
-6961.288846562671   -5150.010100590225   1         1.241255452863679
2379.1680146574795   -2549.7832644843866  1         0.7964284346804473
3660.628151108851    -258.3420407729823   1         0.3560900976980733
-7148.731241811898   -6568.245367103061   1         0.9099652600153384
-4710.854461153725   -3800.010042240583   1         13.906566125584996
4560.363012942923    5944.410050327908    1         0.20635020861290848
-1804.113468181961   -3048.074357364537   1         0.628274486516965
-5906.4760181834845  -5209.344499040837   1         0.7699358568155347
3583.202745364992    -3561.2932006951987  1         0.6078904856354431
-2714.381187069913   3748.932575581237    1         1.0060515462221824
-2154.965149375563   -244.22694331324976  1         1.2138396053483782
2832.894116094709    -1310.9825912810275  1         1.0894091527229826
-7232.215125216638   1670.7235688040641   1         26.176757033322122
4241.76939704773     711.1269811075919    1         0.752960460009468
-1291.3329335764083  4748.921418126196    1         0.8939991647059067
-518.0551389291907   4157.038144891099    1         1.1915385394688354
5244.697526906464    -401.5378151868167   1         27.259670386948386
-4911.200429742932   -6990.342117160494   1         0.16594486035219524
-2784.401633066133   -3315.303586749315   1         33.70387286122101
6296.427012618897    878.7318965264767    1         0.521494157538223
-6265.41807916297    5617.020006750646    1         22.15904732316992
2839.164026763523    1897.7718065134723   1         29.537103668315915
-4764.103609922171   3703.6049875989675   1         1.1322289702518749
5236.0389637245535   -2599.2841631297083  1         0.18015530623201198
-2178.799709935494   1950.659198898575    1         0.44586711900654163
-3720.5111809975865  4832.027374282037    1         0.8822969375501352
3572.244515914407    3573.214497145238    1         0.6418676467699059
6057.47270314094     -6470.507013326596   1         1.0922088613031808
-2658.4032198853993  6605.850597028845    1         0.21952975780043726
-2472.063681590986   555.4342715569759    1         0.36549549633882483
-69.6081971360621    -741.6482025591166   1         0.6911896617657204
-1425.0642532676106  6182.76199066419     1         1.1940148371308215
2737.6201477614536   2384.974191963226    1         0.7757229219586022
4366.801405480239    4490.589514662232    1         0.5513892264177773
-4195.734896166084   1555.613104211243    1         0.6063147056745888
-5798.75039660504    -4033.4954659875507  1         0.72793992989493
5397.025361677754    6923.23043749401     1         0.32933253845445376
-390.08331812171656  1942.752778314302    1         0.37037281505837893
-6908.756985273904   6298.0458721819905   1         1.1433469333653388
3445.0687698393335   -2189.228272470615   1         31.337736021809654
-6613.35502232265    -755.3384169235901   1         0.4260191339457239
-2739.098144593955   573.5530833115101    1         17.572306090226014
3226.918729656336    5299.013317098137    1         0.3855499707380863
472.03606916712715   -33.31850668853126   1         3.4127244369405543
-5914.4155596240935  2205.570181696896    1         0.37048543784186716
5133.919332059006    -6964.713448399205   1         0.6837125492754313
-5170.441964624567   2329.762225378274    1         0.7309385589292916
4809.9571309070825   -545.20717447178     1         0.29776772904609955
-5517.951613411205   -117.36581826978234  1         0.885568100006708
-1077.5634395789423  5955.495444855638    1         0.7850443996252493
6609.846252182445    -5332.766985120116   1         0.2887428760052755
4611.325367347893    -6510.874943485142   1         31.083900539234705
3854.381674690897    6228.198078474034    1         0.8917906437816222
6269.364754958866    -6362.203449051428   1         0.6932776729645227
-879.7446619863193   4048.151101848637    1         38.01210085478884
-716.4633181401305   4724.4240496930715   1         1.0625220107427804
-1729.472005271994   1185.7434536522396   1         0.1103413528005951
-512.7800244159871   104.66375361501832   1         1.0094585469529753
7125.487926824949    2740.2724867239785   1         0.910150302467675
-2016.474056204145   3083.3544557767927   1         10.543856886401233
1075.7111776293084   1876.7614191161329   1         37.62849405485137
-1503.6718027934041  3766.311121242125    1         0.5615921020108358
6178.434929968792    5388.267167478388    1         0.2701988909083699
-148.61627529387945  -172.54816360456593  1         0.8006428148172692
5244.730694198797    2744.9176124435817   1         0.47200423971836747
5694.131055731623    -5055.293558459731   1         1.2206327144084743
-6295.252701951464   1862.6739812356263   1         1.1909960213535757
-6437.9033075454645  -4765.42178830521    1         1.1113903367487945
-351.3582516610981   1032.518549738164    1         0.12713168793981172
6606.615837747984    -1521.0394462339523  1         1.0588280964649055
-1180.3121467293468  -7073.757472520263   1         0.862354219970668
-3003.072451592454   6739.654207851464    1         0.9764743435312698
4688.494134878176    -3086.394786333499   1         1.2059319127344976
5671.101048860524    -2919.4992007102464  1         43.282741869228666
-1037.6063716643657  5039.935802050097    1         0.7906680242326932
2847.5449067155187   -4485.277002634007   1         0.31073968607679714
1335.3171403433746   2084.0482064795947   1         35.83232345881591
6011.4235511556735   3721.3294777992933   1         0.6710148355922559
3728.0052672979573   5956.219184448633    1         0.5146915105244503
-1916.2577886883619  5594.756128202333    1         1.035087672784151
-5688.173627572993   -208.22422504804035  1         23.920054569943424
1194.7562388899175   5951.386030825647    1         1.2484853650594996
6937.986676567127    -5544.226710381461   1         0.26678780731795504
1690.044459550827    -4505.277014751749   1         8.804816902516695
55.1418612618348     -410.1250601753557   1         1.368820413113031
-3182.764937580489   4960.037740127553    1         0.6789631390395611
-5479.7842375451455  -1064.793943163323   1         0.8040312060405198
-446.99069243767315  4118.529583680863    1         0.5447867587895798
857.1560662376769    2403.8537797891786   1         0.103196717503353
-6956.854626062498   6868.503908648297    1         0.17063779424373698
-3892.718474903916   -1489.9246396327944  1         0.7006550285558624
-749.225748973778    3422.6529392287352   1         0.8504662071693557
-5920.631723577451   858.4233031746536    1         11.507866044375195
-418.4781341224722   -3631.714872700984   1         1.0941230901908352
4424.038596296705    -5976.640624411351   1         7.336599425541083
