trucks_count 4
drones_count 6
customers 88
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
8197.055547882075    5784.9116437017055   1         1.2030401283374548
-1902.707397813309   6739.109431312527    1         0.35750161842435635
9863.987877235022    4288.983011636379    1         0.5185480305915231
-969.189258630323    -5367.038763882424   1         0.49354579906694884
-3140.756066580567   5975.785951360459    1         1.1294458248727468
-3201.301495066162   -5834.865814941804   1         0.4547949890567555
800.0692801290468    7694.666262327965    1         1.0268601584257995
-9006.944647402346   4706.157913264247    1         0.3491757252457155
256.27751466413224   -3807.0265350141462  1         0.5590849353294893
1881.5669503452086   8768.951988026343    1         1.2381705411248312
439.71553562026975   -1637.375862010032   1         0.2705788859525584
561.7120107469       -7421.771500237739   1         9.580860691788965
-4279.139266325261   -2815.047560839627   1         25.440119590306228
8725.306165609101    10223.701249899896   1         16.506314420843
1053.6815108397307   2105.235134276847    1         14.708308873471097
-2162.5710289113513  -2453.8506210789337  1         0.8534210890546237
10421.809582166812   1631.4213493632483   1         1.189013145415938
625.9142294767183    -3689.6301769827814  1         0.699681461102217
6180.1168878788385   2954.093859050966    1         33.89240304338622
145.17383944151752   -6146.834416050398   1         0.9310959082902798
-4676.502435261433   1446.076423102386    1         0.5265777841310771
351.3970874346631    10178.286976082987   1         0.47301707811617266
1248.963140191949    -1320.040406256662   1         1.020496687284259
-5535.418475794167   12475.445663664173   1         2.689560150881363
3329.476799714217    -7768.490957742869   1         0.21548048178743956
-580.8466866584102   10342.167834719465   1         1.1796881821751117
-205.9010125546039   -338.9192812554049   1         0.9308907789783165
-9682.743025977708   -1250.416960765775   1         3.908555231278846
6539.886297538749    1365.34146050894     1         1.206208296774496
9372.551569333118    -12368.06034046161   1         1.0461172862479413
1500.5653305349404   -2733.303487856779   1         0.10782517768360997
-4426.302146207692   1619.559969858307    1         1.0714588296922838
2038.185266408595    -4155.85015262651    1         0.6798055633203899
9531.365192767127    -660.7699048598479   1         0.5980967739136223
710.6950900145694    -8298.895571479818   1         20.864439136662003
8433.286386037384    3730.72716194042     1         0.507092698802317
887.8314122067799    -8220.82921269448    1         0.8251818192575586
-1514.604823071473   6038.887529664804    1         38.04416804336529
3220.4250133090545   -6391.268533976719   1         13.26016948705924
-7365.972258002549   6938.259208170366    1         3.4194598970491845
-8657.30851463569    4308.249513566217    1         36.50208994714323
-1266.0434266819175  -6369.676944538954   1         0.8219893369442787
7613.991179199372    -4471.585677199294   1         1.191299163250872
-720.6552152103961   -2293.0443697240576  1         0.8318080571914536
740.2450996864567    -7403.871280741789   1         20.239707687967687
9665.167049279939    3165.7670025539305   1         0.6166340876940793
-713.5625393840801   11053.011756332573   1         1.0055469813057478
-2816.587399198901   8982.885219311065    1         0.7035924525459091
-885.4925016551952   4437.02814045054     1         0.4612786980555884
8540.452375432451    -4926.763697679256   1         0.2570745299101561
-7366.80436764487    -5013.812512709906   1         1.087743472071656
8254.096397533229    -6447.14083059215    1         0.2376401317513087
-1013.1950145534611  6687.966608952374    1         0.534681549192147
-10641.979272800807  -1196.456603026711   1         0.3686669602724568
-528.7157998594768   -947.9827734014349   1         0.5536033050960184
1032.6152132666437   6243.677008022603    1         1.1298938008353745
-2306.435023776368   -1965.298815433024   1         0.16533992339256479
-2142.9876850262417  3622.5886562919122   1         0.3755404778438648
-4984.0369769100425  -7075.713453800144   1         0.7140472259346936
1498.5193766216837   -7537.484167863585   1         0.2577244446944891
-806.848277482186    12342.92345002278    1         0.47718541068421905
-9767.371102200479   1069.8552810058877   1         1.1138318966207545
930.8415833602579    7583.790724607713    1         0.4580544057821666
-10068.38628056153   -2198.9665591122903  1         1.0374515691657311
32.22167472691496    -9152.951291021136   1         0.8319943792942665
10476.710508440774   11594.542261692011   1         36.774370753609475
-6454.044678187736   1695.1231244807125   1         46.18234436200186
-2296.952588129644   8872.808122217002    1         0.1053338115496565
715.7229288716082    -3861.7379635895195  1         1.1859460214771838
-8714.20824960051    -9189.349556104595   1         19.190031195445236
-4743.10451427337    2166.951320699158    1         0.9247191667910661
2569.5457692452906   3573.781910208348    1         0.4093997591732311
9302.695933304743    -946.0785951115726   1         13.073190529452338
-9391.878014677037   2424.315719449045    1         0.8893599351642257
-8637.901730035876   6193.537490765419    1         0.6941821509777689
-2035.2223433883398  -5774.762654101338   1         1.0277852039777606
-225.78188610939105  -10267.521649878554  1         0.22773073380073308
3715.117618100043    -9099.061576204482   1         21.2777595451187
2207.395474064277    10103.79777290139    1         0.6467614645265126
10084.752139806755   -2569.512292165347   1         0.6815363091625041
8811.72679428076     -4854.270164861119   1         0.2749518831461302
847.2058674653355    4986.29122183705     1         0.5907152260859825
-5405.958006581472   794.2925014850643    1         0.14939137334432745
920.7339421045544    -3641.1117648611016  1         0.20257339151147963
-9597.689776146402   715.3427066173108    1         0.5553074501513614
-6320.749420440081   1978.6941255513784   1         0.8902810514780222
2115.6609390997305   -4311.774247447927   1         1.990661275902045
-8400.398799034041   -3627.5036970576834  1         0.27561272906603873
