trucks_count 6
drones_count 4
customers 87
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-0.36624873431053157 -4321.754058518814   1         0.2467687568084649
-1446.810043489156   -3601.8858996211356  1         0.6233762980863995
-4741.615479543943   6143.545269633187    1         0.4619314363444913
4827.1780969794745   -5621.823247176724   1         0.7162101179941529
617.171817765759     -3626.4563380815157  1         0.3124294092437331
-5399.39780065112    2461.7498651285887   1         0.6473953897050718
-3464.9419924594986  -5857.2448280935605  1         0.8053835733936797
-637.1991332375679   -5708.829364185578   1         0.8280674394556778
-104.34361094303313  622.98859785902      1         0.11290146468654089
941.8976004256303    5487.482253898515    1         0.4633054199781903
-2455.3884261416897  2903.6597322533194   1         0.8155129917328057
5929.927218970649    2573.7912738001296   1         1.0791325393159192
5611.758673711642    4899.68504403478     1         1.2075881387962066
-2598.8778126963443  1242.1253811937868   1         0.6748534415570894
38.79129356105477    -5365.2375995953635  1         0.8518868586411333
7304.495311070699    -1888.3092956502608  1         0.8140089228870421
1910.1626069622985   5715.851322778069    1         0.7945705980055306
3915.8393347328315   4404.107638779436    1         1.246695858033841
-3500.864056095585   -6647.041235135963   1         1.1973142869582867
-4407.9759490194765  -690.7581339408264   1         1.2069525441530118
-1174.4067876443755  -4475.7030643945345  1         0.5452762745089503
-501.8158789210044   4099.582701472517    1         1.0501228137449239
3671.555188931338    -4214.549018794261   1         42.708992537649316
-1044.3592218111542  -2788.2801154217027  1         1.114258881165107
-6993.77059860901    -1408.9542919581954  1         0.6681354676777981
-6873.510846219746   -6604.9798223796715  1         0.4292759694693824
-2991.1827668891005  7508.472633647028    1         0.9514336566282005
5088.128899097529    -5299.421309686752   1         0.8265788584803516
-5269.31503005446    1978.6680652422683   1         0.40520283495775444
-3430.316436387241   -3296.4838312867832  1         12.267676488433601
692.3897106971843    -3867.1303189782534  1         0.3307857063372298
4036.66811229481     -6283.153294671883   1         0.7964537392972858
-3876.782377345972   7331.0394744295745   1         0.5812634111565066
-2428.1313886643866  -7060.94860819977    1         0.22746557376094806
-4952.789296045746   -421.3070441966899   1         0.6902680607861172
-5497.046138530845   -6931.017118162706   1         0.35049765736499316
4653.095263215434    5389.54785667765     1         0.39162471626955364
7379.403136072003    -2085.928876681371   1         1.0468995907655247
1715.122741006968    -2828.1692335765388  1         32.71231898678235
1230.4071196450614   -5401.868606516373   1         0.9572721702066129
1004.8533995384178   3099.346601018061    1         14.012691507617074
-5296.473917444075   4543.054358589067    1         0.3487219786612811
-7529.47729141842    6372.635050960047    1         0.5690514549618184
1266.7805723073388   -7032.445434423173   1         0.9090776495217853
1821.9775523294147   2641.426743509277    1         1.1005425727719853
-6838.227348893983   -435.032948562369    1         0.38348774593849155
-1226.1951713019046  -310.60970241541264  1         32.31933387731674
-3924.950975174158   -321.00412212928575  1         1.1235645467891289
6640.609067576991    -6092.972219340623   1         1.521374469562825
-6144.915371854692   -858.620729199187    1         0.8674312000922008
1529.4474108165896   -4461.762345497852   1         14.423899767504281
3093.3741076476226   -2672.1813630444776  1         1.2171401442346605
-3207.890333832154   -1236.5078126862916  1         0.9849730002278306
6775.404838006988    5786.744180809016    1         0.5773919800971905
7315.592491128747    4577.5087669227405   1         1.0282357904107209
-7061.961650965308   3914.3069844040715   1         0.6173683510446307
-2024.4778286272322  113.80874872656113   1         0.8496468343753816
-1570.3586947693336  -1919.0525999427664  1         0.31820739453699326
-4472.144515677765   6563.306903038629    1         0.38703084334466586
-4380.869619360559   1492.3658475311167   1         0.8957983420425509
-4246.706708146903   700.2086624434969    1         22.26558319487204
-5865.977682688785   589.6503712271749    1         0.7371808508228944
6922.017563818006    4401.191997777711    1         0.4450913845407759
4483.032240407437    -5236.991795702577   1         0.5807192697954842
2925.9355817417986   -873.4321444195959   1         0.7848983481055612
1241.900173824819    1277.6430046086512   1         19.820542920072313
3802.613954776386    4144.466960421574    1         29.638611179773246
-6952.2088152292645  3564.250703516847    1         0.45521721229472867
-4293.629947069509   1859.3273648050522   1         0.9422713438450631
-4763.017445668042   -840.2176950908524   1         0.6593114651073458
4924.486990592729    -817.9647079382371   1         1.2413208425807696
-6066.993877756838   3810.2604433409365   1         0.31118797722213715
-1160.5527548634677  -2024.432498082436   1         1.1657325897089015
729.7904625586607    428.54815822673663   1         1.100529803045193
4538.36810429245     -2910.271303110926   1         0.31594785556179344
-49.8752787634595    -3567.353598781105   1         0.9366680716423654
3495.6280397861246   -1204.726816773479   1         0.7268190781623628
-6489.141975320664   -2373.411003514156   1         0.48868030513399263
-1672.0202444813106  2339.2373044275027   1         21.970051581833424
3999.969844059996    -4417.445113590245   1         21.233311553443887
6233.639052949933    2698.9690696429157   1         0.42589702826797593
-5229.8126981624555  -553.1730342192093   1         44.06872092121383
-1023.5902341523984  -2544.3543568554956  1         0.5327532060928137
-6169.070211522499   -6194.46314210696    1         0.5253203125777766
-5249.978958441391   -483.90790435618925  1         0.5573658641234835
-4714.383016161019   -1400.191958168189   1         0.9668221489109522
-6672.5236929545445  928.7819448860222    1         0.8261221395393205
