trucks_count 5
drones_count 4
customers 93
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-4040.973145182729   -9298.312799888274   1         29.37476748511284
3508.973283503018    -3814.2538170137022  1         0.3367031497733143
8045.963181701496    6480.082117882057    1         0.5539162631555421
1977.8508262276512   3683.5272509409456   1         32.132853446683974
-2005.0844726766156  966.5274678394926    1         1.0853005510583247
-5497.0292785073625  8830.879322390758    1         0.3061524016432528
1949.053770693733    -7206.74439009843    1         0.6577501937255364
-10602.617651600704  10717.007058080033   1         3.033641514988034
-3480.213410511309   -14885.71394397763   1         0.681572558411421
3827.395920810426    9943.388384351236    1         34.13141916261358
-7185.515299434044   7170.574813031137    1         48.12928047039388
-6105.347129217155   1429.12650102116     1         0.2555913243579153
188.65362540651074   10067.219874898426   1         0.15724811575920625
12095.298508730835   2200.7729755780656   1         0.41741468191512165
-3052.399751972107   -5498.395798651998   1         0.31864204323088974
-5089.458724215263   -8895.269091811737   1         1.0209913809786708
6286.2744537202125   2156.6094727239515   1         1.1705554991548315
-6991.666156984388   2368.641168342259    1         0.31747793635720906
-8778.2943428257     -3502.4480600559023  1         0.9275508854059644
14076.430202582696   -10500.932872736441  1         24.557575628573616
411.0164139219473    2207.609427857438    1         0.8088362160608393
-7845.351839172954   1436.0790128593637   1         1.1121626218377438
788.8967249815038    -585.3966715610194   1         23.082811958981335
-6069.137179740572   321.2118586216376    1         15.217926560670582
3537.289944843341    1228.1675217722911   1         45.33428892152115
-313.3869094008792   3401.7454414102017   1         0.3705700482997669
7325.547558844431    -2095.1512197244347  1         0.8707934438856716
5255.532041508113    -10311.2097014399    1         35.03606882389005
7385.573774761392    541.4455685184495    1         0.8129488431250896
-3063.486265341857   9523.485398141349    1         0.39602451656066306
546.0963657340878    10133.795193346257   1         0.9299477847741127
-3826.2424712531515  -6275.612017065835   1         0.17054993456063422
-9175.18575510286    -834.1904626799171   1         48.929949943912334
14307.30286076808    13643.838875208201   1         13.130870290979937
-5194.685188954278   5817.142415207741    1         0.5244627314935135
5136.010928126521    4170.178935196823    1         0.20650008668516032
2173.1838853284876   -568.1194642167112   1         0.8970922258591947
-1610.4963500471863  -1580.1699070181123  1         1.117177087143073
5764.985890323976    6688.83152320522     1         0.7754053220238836
-5304.05918426229    9314.570005047348    1         0.6267706925782506
1453.0197005555992   -9211.253333265788   1         0.5083287180197322
14805.18919918861    -5091.037196324505   1         0.5893432125666113
-7522.676773191174   5726.751078667493    1         9.34027333149515
13781.860450643899   5783.29404896901     1         0.8508164836156819
10214.500490185337   -2672.716941924322   1         0.46722033842100363
6567.3271038188495   -1825.0342268411073  1         0.8394576077877984
-6596.928638904899   -3202.687104225224   1         0.7705341039051664
5077.888762373166    -6177.21981666473    1         14.355681613877316
2514.180706646111    1896.1103549700995   1         0.9703963240727482
7078.423997922606    8301.229002776463    1         0.36540792731638794
3632.073345385912    10218.562984082551   1         0.5572980223727743
-4036.329342590086   -8969.780353945856   1         16.64383992160719
727.024058773369     -2823.9094384564023  1         0.30234630162482834
13377.82068938896    2379.078048964542    1         44.08530923965696
-4629.065921081175   -1230.311238681118   1         0.40524899930090785
6406.160439410372    -5537.566630435731   1         0.14726384026459666
-2248.8913276443473  5763.55183316889     1         13.967226061440257
-10350.324965107782  -13215.536053062457  1         1.2183774007436718
5749.966864643083    2548.7775188813143   1         0.9955839386343894
-2220.7181780502797  -9472.542436369513   1         0.846124013399209
2991.161791240703    3764.076234610728    1         0.8583913295232681
7415.595356877625    -7333.653891477115   1         1.1982701388894288
3662.6929435691286   1096.9743335787052   1         24.246464475417863
551.5381438639054    2977.301458395963    1         1.1208070265834023
2047.0854265519747   6148.030305843662    1         1.0007885780560002
9211.454539757271    422.3166567259275    1         0.7115738091418519
3453.713721106541    -5130.676121048989   1         1.1996714896191651
-7425.0272455356035  1642.9231190124938   1         0.13075940521152157
-6155.754145213954   796.8771677756348    1         0.596143940732299
2955.3441490039636   -3199.7463887141616  1         0.8034162391780283
-577.514066161666    6088.883938642253    1         1.0318607570108054
-1375.2420439250773  6749.173031454513    1         0.27742546778446503
8243.549100664457    -5876.850909960445   1         0.8130392458552665
-4155.422933346999   6490.044173920353    1         0.566472561608424
-6713.63687893222    3544.000736931773    1         0.3084121356455056
5360.359167038062    -4991.694345255932   1         0.117282985114071
-3421.253032814804   12531.00897047918    1         1.1394813490649778
9669.656785720616    -11274.633508301336  1         31.100837332069347
4329.775685820442    -1635.2377821581981  1         28.17827854852569
-4904.510227500935   -7279.788836854323   1         36.60254956878739
-2308.8807968935216  4667.089198914425    1         0.17607205367065412
-14938.003080877508  7631.096015616686    1         0.7741232819750006
-9191.856376488595   2327.8441950470096   1         0.2638297521660159
-7805.7979384202445  4973.9909185162305   1         0.12687371851153814
-1988.9331699925717  -3047.8145968419576  1         0.6460485688304278
-4016.6993871637696  -7191.424890940263   1         0.8602357426475056
1459.2802651836892   -955.354536469001    1         1.1919545342008806
-1638.9977555510575  9306.492727298648    1         1.1891403801794902
-777.7903359707356   5778.10812794831     1         0.9841157941402717
-6233.4650416373515  -3551.553575276698   1         0.7768407626412938
-5586.580980423924   7116.281537606055    1         1.201859860962799
-2741.9563943549697  1782.4675332880533   1         0.6236521534602657
4892.654585194444    -1897.4609723445503  1         0.19972915537233277
