trucks_count 5
drones_count 5
customers 81
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
117.8569495509218    3995.3706460550197   1         25.58603267725177
-3585.6131796553464  828.66999806364      1         36.11845887310257
1954.5566374471287   1165.3476655142094   1         0.4996434849820045
4296.239001534562    -2429.996441149177   1         42.12780982904906
-178.448636735875    -2947.251330514213   1         1.2252198299613941
3154.064356516897    1956.1337867718419   1         0.7215384352753097
-3215.141385153487   3572.8167412403723   1         1.0122864813641606
-4617.579108448761   -2500.612381198313   1         0.6632284674232817
2181.3016224230714   5014.364280767219    1         38.196481489111605
1862.313222209478    -3183.837983251688   1         0.535479973724048
-2926.536493785481   -1274.284724270313   1         1.2271111515586166
-848.704058053582    772.1204784767212    1         0.6943200742775059
-3210.4514040268523  1676.7563036024055   1         15.91249797353891
-1429.5357883537072  4979.022272025305    1         0.3761001949667093
4669.656996744427    -3347.399707848308   1         0.4612528241158219
1477.8796495482736   3302.264056210957    1         1.1328181625424867
2115.356913423356    -2141.928177650726   1         26.01676603392138
3512.211155308995    -2375.4207933576017  1         0.21529556052868004
472.20299848266023   2407.680573403763    1         0.957606886812835
479.82001399295575   -3741.584660241286   1         10.181395190215444
-1750.1374046920566  -4894.656846010072   1         43.82695333592605
1970.7678296722609   -3265.234918642042   1         0.42364420477045683
3159.5663913525273   1796.1276047403626   1         1.1673906375288512
1325.4221215340722   -402.682444949805    1         3.271635388101834
4378.467853925814    -1404.7765492300794  1         0.8175742351446693
-2434.889468175357   -1176.0097695816664  1         0.24306443955962168
1337.5514045240216   4215.418824697978    1         0.1386376043632499
-2355.589115251669   1607.6596724457036   1         0.5431836640020196
3959.093542007398    2430.433639815981    1         0.5060745760063516
-2316.6831486570113  2727.7511191970593   1         0.8073664066229351
2483.68991475959     -2454.823543766694   1         1.8310267709770183
-1219.3014410192525  38.626268879465904   1         37.95235852790506
3121.24894766692     3931.6614127835915   1         0.8599199756403602
2225.139645579028    -2992.622587173945   1         0.38342857498131555
1130.5153357602135   785.5085638304532    1         25.781160913090943
-590.6455341595165   -2681.008600031638   1         0.989216753409271
4725.57073838827     3079.027273732481    1         47.04135415239792
-2803.758783550219   158.0522362221611    1         0.5803393199878845
3797.3134715874126   -3631.562522058138   1         0.2541186001726113
-792.2343612800053   -3566.805706008137   1         0.5695148678233939
2748.40514662618     -1531.4798682548899  1         1.0188353352126012
3451.1837675587      29.440717239001856   1         1.1614256549916662
3625.0461178173487   1325.257990498153    1         0.6624399292860643
-3216.5432112488115  -2124.3352351250614  1         1.163400540505947
185.9958174586216    -3156.3870790704536  1         0.41566755049678317
-3105.3230530451956  -2325.5199510694665  1         0.8886968017741784
3461.4512709314718   2231.717116050522    1         0.4764148134488567
-2203.9165327307846  3882.010495926202    1         0.7030561738671581
2269.704156996263    2496.8410860320696   1         18.860961287982555
-179.7207063879412   -2168.7514182419245  1         0.6153256593640369
4639.510414439183    -2467.107999788947   1         0.6271888749001152
1418.6535039706223   -4944.980381031843   1         0.8870153339160068
4498.461387225196    929.3982153202328    1         1.0598399906967504
3882.4048554773744   499.76470781887116   1         9.350837290517234
-983.1524080387874   -4360.042816816357   1         0.624229584929296
-1021.5822952659685  1401.479675506933    1         0.5124874558645344
-548.989073924201    3508.997753173142    1         0.49680183478047435
-533.8473023455305   207.77585017558295   1         41.20692586068754
132.50768822963497   1479.9589672122238   1         25.13519467346372
-875.4746262393114   -739.11236150646     1         0.14747100533798438
-990.8381754392885   2726.5651643108677   1         23.80031183264186
-2231.522411627787   -1899.7299240144896  1         0.11600009193159833
3466.1730229857767   -3342.2967448912004  1         32.25503681040902
3152.289956805512    189.10786805990378   1         0.9874536186104601
2823.952495112098    779.5557386523908    1         0.6688395847932841
3415.627823229302    -3349.444496818234   1         5.059990295405971
662.434810897078     -2640.3534721919727  1         0.2881108798672717
649.574373245081     4476.094498687251    1         0.9723262800666125
-4113.571299446948   -2868.567109166122   1         0.862491901833147
-2480.6814177184915  1504.6266944386668   1         0.3772890462015277
-3121.5048028812885  4622.912556723389    1         1.0536690977828713
998.9749819009679    876.1182516256657    1         0.44272541500925167
3104.591409067235    -914.2234932622922   1         1.1415360411658904
782.8763173388706    -1322.0089935479168  1         0.9578242476345746
400.99595671297266   -4639.451282109662   1         0.23180235264010585
4434.832249044533    3854.958849848361    1         0.41107226881179015
-4455.733882941851   2128.8668432496884   1         0.28907726759312546
-798.1066992908975   3264.151072369821    1         0.6769684824134876
1499.1804440809087   -4623.725464152414   1         0.7492911744096504
-4778.019033990502   -1335.087508985617   1         27.37084319505243
-1504.0207997903437  -4716.044493844394   1         48.74407161675653
