trucks_count 4
drones_count 4
customers 88
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-4004.199936272772   -0.03670036790111473 1         0.5413059462930102
13148.053665279138   -799.372344508558    1         0.5610817313072005
-4878.752641984555   -141.2541985409002   1         43.15844969918773
5167.772779899313    -3653.8660892459156  1         7.391903483144493
-3991.6780488162813  -2600.618375238679   1         27.31314391578729
4508.3365542618185   -3235.0517272256284  1         1.1867236938679242
4064.8273214451515   -1463.3560344188584  1         0.515185091099526
4221.012604433363    -12836.678388713108  1         32.80222510867321
-14382.810424727844  13547.970892931917   1         0.1501604176269529
5011.692725582701    -704.9286668694197   1         1.0380516980044125
-9686.709448104662   -13307.541612710464  1         0.31941600147963484
9271.731330963352    5319.618467973885    1         0.6361577760803317
4860.911782246895    -5205.121101313836   1         1.2306350208320143
6115.2921711086965   10348.24621698929    1         1.1172985714441903
616.9932296356747    -8330.05389508931    1         1.0673399919099598
-1173.94103630031    -1075.929484423145   1         0.3856050173348837
1393.6603161473142   3180.219597124637    1         0.7086818091770485
7212.773891711896    -4261.261230295196   1         1.1152481241289531
-4329.509945534588   -1213.8465799566384  1         0.49488028944973605
1198.8440317051118   11344.804622302436   1         0.1671909677847373
-6309.172175512569   203.83445490395198   1         0.914388206309372
985.6504012986063    -6642.637786953361   1         0.6961422211517151
-6595.6337326071425  4295.231049172469    1         30.836615406215454
-9507.672174302152   -812.309350046141    1         30.33751236240227
-7560.839870206263   5826.9956480875335   1         28.026023663612396
-1624.6345607921123  -509.6875923286109   1         0.8877815995354047
-5978.96799400561    -2417.65913753181    1         1.102214526193868
1093.1732579815      6035.206092345461    1         1.0307279137250376
1929.191006300759    9266.89519675855     1         30.64031415919846
12685.672197879365   5029.123822383466    1         0.6946833890861911
1838.7642435059668   -1851.7447722617462  1         0.873752168965868
13390.72173096236    9904.81951866391     1         0.5963154639354769
-9890.64549768078    -1395.390244960099   1         1.1101757803313248
2916.265195859082    -1415.9328170072467  1         1.0076899409456912
-2623.489904265337   -6452.545969321275   1         0.23952786993349037
1510.5061236078304   6554.115340036265    1         1.0528973026952975
-11262.544597560216  9789.572409907829    1         25.5987400717972
4090.006897567502    6766.959281017272    1         0.7268677920586321
-3674.211762016933   7407.034276463747    1         0.6781603566023683
-2773.6525834947242  -9540.585175945856   1         0.8801923512683657
61.93080393753189    6023.1295837118305   1         0.3539616939867636
7627.787486100004    6328.398390158445    1         1.0468179638253168
-3623.805311493381   -9837.819789405125   1         48.649887546329154
4650.460836112741    -3505.8327151214103  1         1.2329465148688348
3683.143258584314    -5086.5224931057255  1         0.5051508302779986
6194.897935896362    5676.611571302179    1         0.39779836796688217
-6756.675403936567   6264.110603644263    1         0.8440381790291578
13918.997649301225   12262.61233250016    1         5.524793610824827
3365.6222055455605   1323.2674594385342   1         36.58096188867761
-6227.598912253203   -4599.608340158687   1         1.0751301256381653
2276.9395352683664   -9773.789421466361   1         1.0836321454503366
-7396.045872622404   -992.4420498856252   1         44.57283323974256
7504.732876979509    4907.299897732711    1         0.5648966909663736
-9810.692464570418   -241.36106835375514  1         0.2524906066058634
-13466.706787819949  -3913.1141405766575  1         6.202026183019868
6239.844392067047    8752.41627666121     1         0.14823541185704928
5392.370462260666    3411.923088318889    1         1.059403320965634
-2045.3828598347727  7119.256256831859    1         29.351164349122197
-14259.905017571076  -12830.98531938305   1         30.360335985653027
-2662.383235607009   -8747.252933346192   1         0.4113657605406249
-12596.208833617147  -5908.097605896755   1         0.5100616298087033
-1919.3837005827506  -800.2140091661696   1         32.64397162640831
-11430.336970910204  -11762.68352977929   1         13.985935316118203
-3462.56632218699    3306.048719545965    1         0.9395315155320992
-7061.438609965983   -7585.139602365425   1         0.19176190005203636
-4885.486467736083   8168.441206279229    1         0.42786562434323483
227.79428306041518   14480.526461068093   1         46.10468423801169
-6897.552286310122   -7733.378943212056   1         0.2265505530273726
6140.845082408627    -8685.912476562458   1         0.4617649095822389
-4036.999868508788   9696.33464749716     1         1.2009697951033447
5513.898030421051    -3326.1982695748366  1         0.31581083131559357
-635.1242611239131   1711.6055942942596   1         1.1455529058649614
-7899.286281943691   -3591.421783609908   1         23.443801683950074
2979.203972833151    -6294.147612175125   1         0.7523445593092442
2592.9620419378775   -7792.549049128094   1         0.6259678665648107
-6145.676698391772   2472.885970465243    1         1.2029962076486844
7993.386228252422    -1763.8673995320194  1         13.73812240813273
6533.955030258752    3345.136225057571    1         1.1463493631328685
-5828.318293778217   -3302.629449093794   1         42.109989956385725
-5314.624118446358   2966.7516166865134   1         0.4565894929277077
3576.634112038387    -7221.6727885213795  1         0.8644303648346864
4014.1127451638326   -6474.559168344375   1         0.978767105634727
6473.769596573234    -7779.127648600717   1         0.9168041185864008
7224.559262105193    -3042.171777260934   1         0.3005865865986699
4060.7211068273473   -8346.429699144868   1         0.5360557952884945
8702.102768336292    -1374.5501176056432  1         0.32805794694490975
375.03229410020737   1221.4949566807095   1         0.4554130471101261
1476.178941258195    -5038.403744719971   1         1.0018399318293676
