trucks_count 5
drones_count 5
customers 87
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-10792.314378750843  -0.29664824726687516 1         0.8096067029397807
7641.201918166176    -6697.312841642182   1         0.6672274544833056
4810.4264091199      3838.342398002644    1         5.6475676846224285
-8480.349790995842   -6850.749965982295   1         0.7452923517751847
1735.618865302943    5859.646809457407    1         0.7168036456462191
-711.195778360032    728.7731991045183    1         16.4815162625179
2362.993052676285    9213.031345656203    1         0.7663609848367733
-5835.336724935961   -3188.561970147913   1         0.4188623205086418
3771.7862960660273   2042.8332515984184   1         0.1822990572454936
2458.788310336444    4550.495434589088    1         0.18947707503542274
9797.154692067541    361.0926193356696    1         1.229387810793352
-1505.9805369497165  10809.155727314328   1         0.14688811354891343
-2661.4293753600864  -10531.245847756514  1         0.7755208541242743
1934.017845654821    -8217.948040103418   1         1.105815223211376
-4353.986966973611   15310.028868822532   1         7.429525230446379
7428.373854648653    5767.4286014649      1         1.1159210178573413
-443.1309074883066   -3184.4703466723854  1         0.17539682977870857
-46.603088354184365  12645.821144484567   1         0.46477301667546667
92.90994129905563    4585.649752336502    1         40.24356223459027
-1460.7239942571855  8400.807628771308    1         0.8569424602884144
-9001.632678038328   1054.7527862418947   1         0.745575342986469
-7046.590429452841   -4026.2381210152053  1         42.5570183661882
-7003.705626623205   -4101.642457151781   1         0.5531233897859216
8178.365668236844    -1504.5945675421967  1         0.7441371257616365
1043.60553995855     -807.2407944588655   1         0.38612723855532194
-11828.939395349838  -13847.412583577458  1         17.592927043456264
-3458.7626119192423  9928.310718990426    1         41.73359092559937
-2719.1788224762686  -240.06205341717168  1         0.3956490065764722
3088.5945710486944   -9582.555892452305   1         0.7345275848179288
-4371.0079443050645  9257.057618803232    1         0.49541299661532323
1385.7594501243045   -8516.00978984717    1         0.33639056768752185
1366.5979270175524   5109.596095799733    1         0.32333218606966396
6491.629331019703    -6656.858609641098   1         0.6699967734751282
-7609.028304294072   -10468.958811240605  1         42.294965905083764
2433.70938855312     -9314.3904549363     1         0.10389220421236865
-15508.905878576903  -11697.554026969676  1         0.5921341317795434
13646.658446642612   2918.6662556812607   1         28.874742584074674
-5542.315773446645   -8760.136418371585   1         45.967492735433815
6049.471476564699    10136.89250364229    1         0.5097539742594652
-3116.6184388904876  -8107.723945779589   1         10.9091482502815
-4984.702207867921   7944.496469280399    1         43.827117900511865
-239.24027948639923  3862.26253577227     1         0.21229188285987116
-9386.711301714337   -1532.1485836899396  1         0.34883133720380666
-1154.036251990761   -10275.55953700903   1         0.43163837137966576
-1716.7366874900508  -12689.09929161609   1         0.42782251670970417
12276.428595187133   -3565.6240861661827  1         0.15009906862870415
13945.487000155726   12742.857125058412   1         1.2404127681042545
9968.424420287876    -4091.7399491226583  1         0.5247389157658242
-6559.206721736478   3429.1441224567516   1         0.5456412479494261
-1485.1842767151093  -4780.964501960335   1         14.985442739380447
-4635.106781636307   8739.396251310382    1         0.310993469783252
3172.1093938186978   -9634.718235442702   1         0.4484409579757871
-5786.841877565556   2113.5843281240245   1         25.459496301452955
-4382.827037765295   1006.2683767286271   1         1.0475065116545248
-8647.144356587076   1983.2615724477027   1         42.00360405825018
-8316.250757135185   -2353.9458120176787  1         0.26007589387396357
-1022.3994356087479  -7416.156219032315   1         29.513513433661863
3635.147282862702    662.6585472363519    1         0.38330428584717424
1182.6877185273497   -9747.437789766816   1         0.39655620088312604
-2586.496847581835   4649.249925402718    1         0.47953911781262715
8055.265331451554    -5259.440138765624   1         0.6036466898343397
-4811.969519246529   -5839.90267085692    1         0.6664846578521713
-7075.611910330684   2999.291812548347    1         0.7998126835247965
-5433.2575505941695  -278.6759432645002   1         0.6983515283915831
-7141.995673761344   2614.7864399415325   1         0.300846212061445
2882.2609207088644   10073.275937596694   1         0.6889761331572658
-7150.150912853152   -4813.514453228035   1         45.68553775100738
7464.231705835882    -6804.339871370989   1         0.17059954134030886
-4996.670621767579   -8013.956316304549   1         21.016354988862787
-3896.1718406813416  8680.843665025224    1         0.9880651793004158
2953.7087122360026   10095.410165823938   1         0.5404203623917805
6677.8041567761775   13791.689947879515   1         30.39634270099624
-1815.155353485456   7334.916623121108    1         33.88309766828798
3518.1450259711114   3008.0327172172574   1         0.8463726115298993
-198.49162008863496  -4184.086470033609   1         0.3611807885430731
10610.78560461322    7887.798689496087    1         1.0823982725811767
621.3187277952397    5212.39842995333     1         9.631887895633085
-2954.5432307373844  2335.3469492857193   1         0.9026266644496184
7550.943782116825    4060.3322419586107   1         0.9974205720654483
4679.019698295139    -4323.541002039189   1         44.42664154124256
1068.5889851306433   -8668.459178662963   1         0.9247924230460243
14802.337964068463   10635.026917079193   1         1.2195679719072552
-4633.5908682319205  -3770.8310178542392  1         0.1868398596646434
2267.6936662081553   5932.927339698161    1         45.46337592358342
-3325.7686013296247  -5580.350043805884   1         0.20569145294497126
4662.376936259333    3146.0233955550934   1         0.6440007978755014
2707.338451263477    32.51546868308153    1         0.8161717157309484
