trucks_count 4
drones_count 5
customers 100
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-0.03221789880840149 -4725.633943564109   1         1.03500077630312
-8394.116853515783   -2343.5968568184703  1         0.5679497232085915
2389.7927318396864   6257.859119235205    1         0.22683676979563888
-410.0132375952968   -7950.086570314554   1         0.9917158635652504
6160.748058708304    5682.603464684127    1         0.7196788820380883
-8154.268346623106   1442.171057863468    1         0.8549173379418588
-2459.2468811663953  7404.1868690332785   1         27.105791543264715
7672.297386780805    3769.0054923280677   1         15.302534703331654
-5970.08037799875    7976.578120403093    1         8.259257893806465
3407.5423464205355   -201.89313678164453  1         0.7191184789889127
3232.5542730388224   3828.0991932369398   1         1.2045875025058805
-3396.359532576657   -1300.512612025414   1         1.2263071610424097
-2810.52667831674    -3798.809490331602   1         0.618699367536329
2000.994284874013    -1486.7215604729574  1         0.8475260710560095
-43.487353692081506  100.25129642647684   1         44.66828391835123
2086.058309394426    7854.594801863144    1         0.41599885879416654
-7888.325141916685   -4932.734187265751   1         26.53339711924963
7049.484758601311    7837.45272555173     1         0.5328503120211551
-8357.644412053209   -3981.145679236588   1         0.4080371107000733
-3862.2420123957845  -4224.897768442541   1         0.6290688244797673
-6746.10517416902    -4126.426961362747   1         6.690170679895803
5920.3657834383375   -4026.901199498241   1         0.8533016683478213
7058.255043133986    1573.0588900775822   1         0.3968958325028704
-2753.1807346586015  -3660.0102869129514  1         0.5431088881543288
5898.840622325736    -524.4378381020002   1         0.34370878827488127
3502.021578338443    -2434.3594005430805  1         0.6765086772992633
-7031.156702682342   -7827.832989785877   1         1.057176502678398
-4237.367911405743   -8163.667810477666   1         1.151004776643295
-4982.683370786858   -8502.86279447739    1         8.835998228907762
-5166.09332933685    2336.3454382673044   1         0.7099774374053928
-1397.0023641721598  7946.556905500214    1         0.7167024284091416
-1933.5462939931328  -5611.1780145556495  1         10.325908865823713
-5239.296921636081   2683.310950010833    1         47.098688615047315
6630.898863905949    5766.576817989793    1         6.695477974379661
-1455.5502471598857  -5766.2640765746455  1         0.26716103423528725
-5435.177864772278   -1880.943416244884   1         1.1693287886413595
7325.249102850037    7053.806511832407    1         0.6855691546408471
4948.265092653223    1883.907202719307    1         0.6708843012344319
-4888.988513659992   -8097.227929248873   1         0.20152380512484735
-6454.450801466667   -2861.760648049298   1         0.4811836912932669
6076.118074796122    6070.188780189247    1         0.8639010752886226
1218.5927943528457   6827.943737385494    1         0.5490188801730115
4339.1711878130545   -7731.652709239425   1         0.6073450264901618
-1103.3679349630845  2953.52706763532     1         0.9991850129602398
-7095.7672271011525  -4092.4806344044323  1         0.15637384485912334
-6265.9308197944965  738.2861133612283    1         22.919608839203892
-5416.16277286518    4884.072021202406    1         0.82713159074301
8472.839630874936    -4343.746557417577   1         21.74457105446732
-2141.897663642899   -4850.4282615879665  1         0.2032875641039863
4446.853411907441    5913.3189038178025   1         0.49972002781915736
753.4207871159342    2112.225602440585    1         0.5442358201841948
-419.3563765162052   -467.69919584795343  1         0.16467232630640838
6787.307276755542    -4222.506620849183   1         0.76879143772616
-5442.2649847278135  3694.727007946798    1         31.55874236920081
3635.0358608171123   -4120.60098589159    1         0.42294860497943443
-5263.693838185605   -584.1408951360672   1         1.0177544917701746
2105.0639520960285   -1111.72098541974    1         0.4071809881787366
-3944.233400868292   -3826.629473368238   1         1.055340684267171
4439.930216853488    -8487.719725951809   1         2.977241042841025
